id,booking_status_pred,Probability
42422,0,0.45962688
42423,0,0.455853
42424,1,0.8362633
42425,0,0.39165553
42426,0,0.40568385
42427,0,0.10601226
42428,0,0.24118127
42429,1,0.9271437
42430,0,0.2662455
42431,1,0.72850925
42432,1,0.90745616
42433,0,0.12602721
42434,0,3.0206334e-06
42435,0,0.06668704
42436,0,0.3293815
42437,0,0.21455817
42438,0,0.27795875
42439,1,0.94449186
42440,0,0.17030324
42441,1,0.91364944
42442,0,0.12883373
42443,0,0.18976828
42444,0,0.04840285
42445,0,0.085341774
42446,1,0.7554112
42447,0,0.16142508
42448,0,0.045537785
42449,0,0.24276887
42450,0,0.16169512
42451,0,0.24631329
42452,0,0.015689086
42453,0,0.18421815
42454,0,0.26162335
42455,0,0.38054228
42456,0,0.28921542
42457,0,0.027918497
42458,0,0.21365431
42459,0,0.4165757
42460,1,0.8039315
42461,0,0.08589609
42462,1,0.57858384
42463,0,0.21739604
42464,1,0.7593964
42465,0,0.1705643
42466,1,0.7925343
42467,0,0.39882058
42468,0,0.22267476
42469,0,0.13845022
42470,0,0.15557171
42471,0,0.47289068
42472,0,0.40016824
42473,0,0.054493852
42474,0,0.43893686
42475,0,0.10639236
42476,0,0.00044893162
42477,0,0.3512137
42478,1,0.8688353
42479,1,0.8008116
42480,0,0.0034719594
42481,0,0.1629376
42482,0,0.062337853
42483,0,0.44767064
42484,0,0.29539615
42485,0,0.029279342
42486,1,0.7725993
42487,0,0.4142627
42488,0,0.0008498929
42489,0,0.15794754
42490,0,0.08110875
42491,1,0.6507244
42492,0,0.3693068
42493,0,0.17524451
42494,0,0.22855534
42495,0,0.4077809
42496,0,0.31215832
42497,0,0.0036361525
42498,0,0.08001111
42499,0,0.067196846
42500,0,0.1152522
42501,0,0.2965832
42502,1,0.640592
42503,1,0.80975884
42504,0,0.052011684
42505,0,2.7202935e-08
42506,0,0.39052567
42507,0,0.00832489
42508,0,0.15386029
42509,0,0.16434696
42510,1,0.5286293
42511,0,0.41262996
42512,0,0.22015981
42513,0,0.006819093
42514,0,0.027783835
42515,0,0.4778527
42516,0,0.44208276
42517,1,0.663901
42518,1,0.8120661
42519,0,0.2569652
42520,0,0.4775105
42521,0,0.025311323
42522,0,0.45358488
42523,0,0.2479239
42524,0,0.34184676
42525,1,0.79348093
42526,1,0.8647997
42527,0,0.38435873
42528,1,0.521983
42529,0,0.22350955
42530,1,0.54673666
42531,1,0.81854135
42532,0,0.21044947
42533,0,0.44547248
42534,0,0.09267289
42535,1,0.91480964
42536,0,0.12621939
42537,0,0.1104511
42538,1,0.68022054
42539,0,0.19136629
42540,0,0.25374466
42541,0,0.18462367
42542,0,0.25787735
42543,0,0.43297157
42544,0,0.024130445
42545,1,0.8508907
42546,0,0.041073665
42547,0,0.35199276
42548,0,0.4243257
42549,0,0.22342524
42550,0,0.45283386
42551,1,0.9082045
42552,1,0.7096045
42553,0,0.007357474
42554,0,0.20799944
42555,0,0.32059166
42556,0,0.122442804
42557,0,0.35776553
42558,0,0.2981562
42559,0,0.052645
42560,0,0.20583637
42561,1,0.57618046
42562,1,0.7985303
42563,1,0.7293852
42564,0,0.39575353
42565,1,0.7990788
42566,1,0.9538405
42567,0,0.22008367
42568,0,0.08960128
42569,0,0.17114286
42570,0,0.3709888
42571,0,2.9305058e-06
42572,0,0.40327808
42573,0,0.27790338
42574,0,0.45552868
42575,1,0.7248458
42576,0,0.13074097
42577,0,0.1315425
42578,0,0.018949782
42579,0,0.029276103
42580,0,2.1529212e-17
42581,1,0.90261394
42582,0,0.061477713
42583,0,0.024795631
42584,0,0.027832946
42585,0,0.19224977
42586,0,0.0002775516
42587,1,0.82343763
42588,0,0.32750723
42589,1,0.507827
42590,1,0.8978797
42591,0,0.21093716
42592,0,0.16250792
42593,0,0.43553895
42594,0,0.026003307
42595,0,0.3703401
42596,0,0.38323417
42597,0,0.12035364
42598,0,0.31728393
42599,0,0.2980001
42600,0,0.0016675314
42601,1,0.5210858
42602,1,0.6985337
42603,0,0.15699968
42604,1,0.7793362
42605,1,0.6530627
42606,1,0.7374023
42607,0,0.33687443
42608,0,0.20366079
42609,0,1.4118754e-05
42610,1,0.6343523
42611,1,0.56995314
42612,0,0.02330582
42613,0,0.020879019
42614,0,0.008140098
42615,0,0.15657419
42616,1,0.80933964
42617,0,0.2739236
42618,1,0.5562747
42619,0,0.16756883
42620,1,0.66968787
42621,1,0.78952676
42622,0,0.33094728
42623,1,0.7451661
42624,0,0.022837432
42625,0,0.24030733
42626,1,0.8121786
42627,1,0.59908706
42628,1,0.71613115
42629,1,0.6988498
42630,1,0.84311575
42631,0,0.31473607
42632,0,0.0065157055
42633,0,0.04819218
42634,0,0.27990338
42635,0,0.09993796
42636,0,0.47913754
42637,0,0.3602127
42638,0,0.012783917
42639,1,0.6078285
42640,0,0.08057523
42641,0,0.108917326
42642,0,0.29038426
42643,0,0.24328402
42644,0,0.17108592
42645,1,0.5718828
42646,1,0.7652298
42647,0,0.045294333
42648,0,0.08563509
42649,0,0.18948588
42650,1,0.5644193
42651,0,0.14133817
42652,0,0.14464308
42653,0,0.2504146
42654,0,0.21412516
42655,0,0.13492821
42656,1,0.54055756
42657,1,0.7345763
42658,0,0.08191778
42659,0,0.47062814
42660,0,0.4315303
42661,0,0.20475934
42662,1,0.8988716
42663,0,0.026507523
42664,0,0.0812371
42665,0,0.32077768
42666,1,0.6596594
42667,0,0.10743288
42668,0,0.044748463
42669,1,0.8337968
42670,1,0.7931833
42671,0,0.22138144
42672,1,0.90503216
42673,0,0.20463239
42674,0,0.0038066688
42675,0,0.32413787
42676,0,0.19221532
42677,0,0.40736943
42678,0,0.16139957
42679,0,0.17743717
42680,0,0.4707383
42681,0,0.026016656
42682,1,0.7479836
42683,1,0.89818347
42684,0,0.028886184
42685,0,0.18549345
42686,0,0.28317815
42687,0,0.048181847
42688,1,0.5450024
42689,1,0.89454865
42690,0,0.2311614
42691,0,0.015199802
42692,0,0.051487304
42693,1,0.7274314
42694,0,0.11377249
42695,0,0.28714347
42696,0,0.47592106
42697,0,0.3414506
42698,0,0.24421328
42699,1,0.5213582
42700,0,0.40345308
42701,0,0.0048087505
42702,0,0.05338074
42703,0,0.35764223
42704,0,0.124165535
42705,0,0.00745752
42706,0,0.08161669
42707,0,0.009654361
42708,0,0.05699479
42709,0,0.00041311875
42710,0,0.32509297
42711,0,0.28716537
42712,1,0.62394786
42713,0,0.010019638
42714,0,0.1390444
42715,0,0.036549613
42716,1,0.6167913
42717,0,0.02121448
42718,0,0.051085316
42719,0,0.041457694
42720,1,0.70230454
42721,1,0.6707268
42722,0,0.30922028
42723,0,0.32355747
42724,0,0.33738598
42725,0,0.0028618453
42726,0,0.10865947
42727,1,0.8417635
42728,0,0.11065636
42729,1,0.8836496
42730,0,0.43758917
42731,0,0.048296057
42732,1,0.85760814
42733,1,0.6692973
42734,0,0.17878404
42735,0,0.21345626
42736,1,0.8211969
42737,0,0.4143641
42738,0,0.032645892
42739,0,0.22745946
42740,0,0.23556459
42741,1,0.8464886
42742,0,0.031132214
42743,1,0.61553425
42744,1,0.81199
42745,1,0.7973417
42746,0,0.13356355
42747,1,0.6431528
42748,1,0.8950069
42749,0,0.38409528
42750,1,0.57232463
42751,0,0.06965211
42752,0,0.05237266
42753,0,0.40164027
42754,0,0.3818844
42755,1,0.7370376
42756,0,0.10552155
42757,0,0.04587362
42758,1,0.66262716
42759,1,0.5162262
42760,0,0.40866417
42761,0,0.03136392
42762,1,0.90418714
42763,0,0.2993495
42764,1,0.8561158
42765,0,0.35394228
42766,0,0.026766425
42767,0,0.006978012
42768,1,0.5175241
42769,0,0.24570376
42770,0,0.09550551
42771,1,0.8641975
42772,0,0.13798082
42773,1,0.5884616
42774,0,0.023007004
42775,0,0.012180407
42776,0,0.060105897
42777,0,0.22825716
42778,0,0.41038853
42779,0,0.2698456
42780,0,0.042446204
42781,0,0.4749852
42782,0,0.094151475
42783,0,0.47396666
42784,1,0.7315134
42785,1,0.508068
42786,0,1.5249982e-15
42787,1,0.5357893
42788,0,0.32750392
42789,1,0.914781
42790,0,0.16592228
42791,0,0.025111187
42792,0,0.32081303
42793,0,0.10685272
42794,0,0.27246466
42795,1,0.7731441
42796,1,0.86309075
42797,0,0.06471306
42798,1,0.6715797
42799,0,0.038757503
42800,1,0.6938889
42801,1,0.7685955
42802,0,0.13106526
42803,0,0.097031906
42804,0,0.063377894
42805,0,0.03683952
42806,1,0.7387944
42807,0,0.24161607
42808,0,5.374356e-05
42809,0,0.28971308
42810,1,0.7512609
42811,1,0.7729504
42812,0,0.26685444
42813,1,0.63265884
42814,1,0.557658
42815,0,0.069038644
42816,0,0.037644748
42817,1,0.5443977
42818,0,0.26020178
42819,0,0.14099537
42820,1,0.668508
42821,0,0.0117448885
42822,1,0.7700822
42823,1,0.8139719
42824,0,0.12876727
42825,0,0.0044436622
42826,1,0.89921963
42827,0,0.37529537
42828,1,0.61614496
42829,0,0.35496333
42830,1,0.86176556
42831,1,0.9002076
42832,0,0.1242982
42833,1,0.70732546
42834,0,0.14299338
42835,1,0.84765255
42836,0,0.3449406
42837,1,0.8129896
42838,0,0.02189749
42839,1,0.65062124
42840,0,0.027956415
42841,0,2.7088465e-05
42842,0,0.18533996
42843,1,0.82619506
42844,0,0.24889039
42845,0,0.086466916
42846,1,0.7506369
42847,0,0.20258941
42848,0,0.018345403
42849,0,0.045453683
42850,0,0.15763871
42851,1,0.5390297
42852,1,0.5880859
42853,1,0.7666324
42854,0,0.051079474
42855,0,0.025109028
42856,0,0.14817333
42857,1,0.8144179
42858,0,0.12532443
42859,0,0.018172655
42860,0,0.39997685
42861,0,0.047844324
42862,0,0.003104944
42863,0,0.0031247712
42864,1,0.9081912
42865,1,0.6191266
42866,0,0.15010989
42867,0,0.18208133
42868,1,0.82337165
42869,0,0.030172063
42870,0,0.08538111
42871,1,0.7945667
42872,0,0.33741018
42873,0,0.20123327
42874,0,0.3271797
42875,1,0.54864204
42876,1,0.60679615
42877,0,0.31176668
42878,0,0.3885452
42879,0,0.45921078
42880,0,0.02070718
42881,0,0.005042705
42882,1,0.78975487
42883,1,0.6850795
42884,0,0.06863934
42885,1,0.84080905
42886,1,0.80026937
42887,0,0.26218197
42888,0,0.3030023
42889,1,0.84984624
42890,1,0.80202615
42891,0,0.20678437
42892,0,0.23740304
42893,0,0.1618281
42894,0,0.020090139
42895,0,0.45431426
42896,0,0.06807343
42897,0,0.4855532
42898,1,0.8298725
42899,0,0.14122392
42900,0,0.25565907
42901,1,0.7589724
42902,0,0.110690854
42903,1,0.5780582
42904,1,0.58135307
42905,0,0.11600917
42906,0,0.16886339
42907,1,0.61917883
42908,1,0.72839546
42909,0,0.19535917
42910,0,0.01735003
42911,1,0.8927994
42912,0,0.28683448
42913,0,0.22207579
42914,0,0.28524026
42915,1,0.5555604
42916,0,0.003692576
42917,0,0.05883252
42918,0,0.3454279
42919,0,0.3363982
42920,0,0.43744588
42921,1,0.8240619
42922,1,0.6932509
42923,1,0.93183905
42924,1,0.7743021
42925,1,0.52688956
42926,0,0.037157908
42927,0,0.086260565
42928,0,0.34724313
42929,0,0.03932635
42930,1,0.6513747
42931,0,0.32357892
42932,1,0.8768982
42933,0,0.073986374
42934,1,0.93782
42935,0,0.20936221
42936,1,0.81058127
42937,1,0.789785
42938,1,0.9222427
42939,0,0.2720442
42940,1,0.5462324
42941,0,0.47405684
42942,0,0.110375784
42943,1,0.8313899
42944,0,0.24654143
42945,1,0.75397295
42946,0,0.26236215
42947,0,0.112092294
42948,1,0.60207796
42949,0,0.03354295
42950,1,0.78759336
42951,0,0.15162016
42952,0,0.27255368
42953,1,0.8183916
42954,0,0.4252839
42955,1,0.8988578
42956,0,0.29082632
42957,1,0.51016355
42958,0,0.38421157
42959,0,0.17623773
42960,0,0.115722336
42961,1,0.5278491
42962,1,0.91157615
42963,0,0.15871853
42964,0,0.043496713
42965,0,0.0023573148
42966,1,0.88558024
42967,1,0.7789156
42968,0,0.015198432
42969,0,0.24123852
42970,0,0.1856263
42971,0,0.29031375
42972,1,0.7568723
42973,1,0.71165806
42974,0,0.09021086
42975,0,0.2431313
42976,0,0.27730438
42977,0,0.1315891
42978,1,0.6577762
42979,0,0.09488201
42980,1,0.6028976
42981,0,0.310941
42982,0,0.19780926
42983,0,0.2281781
42984,0,0.46221203
42985,0,0.4419143
42986,0,0.4278038
42987,1,0.922909
42988,0,0.050903276
42989,0,0.17716794
42990,1,0.70055574
42991,0,0.08739101
42992,0,0.066585824
42993,0,0.068773806
42994,1,0.6006782
42995,1,0.69263923
42996,0,0.21176474
42997,1,0.5258668
42998,1,0.8324821
42999,1,0.8522499
43000,0,0.3211391
43001,0,0.22593471
43002,0,0.20328636
43003,1,0.652485
43004,1,0.8043105
43005,0,0.29589802
43006,1,0.80302495
43007,0,0.32107246
43008,0,0.29448584
43009,0,0.15833126
43010,1,0.5917629
43011,0,0.19629744
43012,0,0.44195178
43013,0,0.33640248
43014,1,0.60040206
43015,0,0.15261997
43016,1,0.58436483
43017,0,0.30012015
43018,0,0.055862173
43019,0,0.28902426
43020,1,0.809092
43021,0,0.27550486
43022,0,0.43672752
43023,1,0.6954455
43024,0,0.08149953
43025,0,0.49484575
43026,1,0.64558285
43027,0,0.075442836
43028,0,0.31388608
43029,1,0.5361321
43030,0,0.15087107
43031,0,0.05402357
43032,0,0.026073262
43033,1,0.8274569
43034,0,0.2837348
43035,0,0.33527142
43036,0,0.040753353
43037,0,0.047991533
43038,0,0.408958
43039,0,0.2803686
43040,0,0.11441551
43041,0,0.14451365
43042,0,4.638335e-22
43043,1,0.7731478
43044,0,0.051045593
43045,0,0.19112645
43046,1,0.7972648
43047,0,0.273806
43048,0,0.22365962
43049,0,0.13380437
43050,1,0.5009994
43051,0,0.13042878
43052,0,0.015083243
43053,1,0.681964
43054,0,0.18697861
43055,0,0.18622945
43056,0,0.19826785
43057,0,0.12661386
43058,1,0.8923604
43059,1,0.8657314
43060,0,0.019069238
43061,0,0.061644852
43062,0,0.3059605
43063,1,0.58318824
43064,1,0.88432044
43065,0,0.43695146
43066,0,0.27743307
43067,0,0.24023335
43068,1,0.78520614
43069,0,0.024301287
43070,0,0.222593
43071,0,1.8350434e-05
43072,0,0.0014941776
43073,0,0.27344754
43074,1,0.63985795
43075,0,0.19124463
43076,0,0.034195457
43077,0,0.43051833
43078,0,0.29651603
43079,1,0.5726098
43080,0,0.16853829
43081,0,0.08374675
43082,0,0.16307333
43083,0,0.22062437
43084,0,0.006479193
43085,0,5.5279146e-05
43086,0,0.04844275
43087,1,0.5440424
43088,0,0.36924118
43089,1,0.887229
43090,0,0.48117507
43091,1,0.82894343
43092,0,0.019008573
43093,1,0.9051428
43094,0,0.32262713
43095,0,0.007049492
43096,1,0.66590184
43097,0,0.13834126
43098,1,0.54894793
43099,1,0.82634896
43100,0,0.4490934
43101,0,0.31498018
43102,1,0.6566661
43103,0,0.043880116
43104,0,0.05352629
43105,0,0.4130058
43106,0,0.4860194
43107,1,0.59566355
43108,0,0.0487477
43109,0,0.23389964
43110,1,0.7658276
43111,1,0.523783
43112,1,0.8018243
43113,0,0.23304172
43114,1,0.695344
43115,0,0.25739253
43116,1,0.5343332
43117,0,0.14485972
43118,0,0.08922438
43119,1,0.61977667
43120,1,0.7993707
43121,0,0.10717056
43122,0,0.46339083
43123,1,0.70040476
43124,1,0.78657925
43125,1,0.64361817
43126,0,0.42962432
43127,0,0.4754046
43128,1,0.9269164
43129,1,0.57753193
43130,0,0.1885165
43131,1,0.5469556
43132,0,0.33488828
43133,1,0.7766792
43134,1,0.6597497
43135,1,0.51593184
43136,0,0.4038655
43137,0,0.3479772
43138,0,0.05450241
43139,0,0.15436581
43140,0,0.21967086
43141,0,0.10471819
43142,1,0.90960795
43143,0,0.28325978
43144,1,0.7673424
43145,1,0.89384097
43146,0,0.070915274
43147,0,0.33244035
43148,1,0.80057436
43149,0,0.03393861
43150,1,0.72905284
43151,0,0.067803204
43152,0,0.01831304
43153,0,0.17156112
43154,0,0.089383826
43155,0,0.11325123
43156,0,0.025006786
43157,0,0.035049934
43158,1,0.7096045
43159,0,0.27161083
43160,1,0.86812913
43161,0,0.09135333
43162,0,0.3339824
43163,0,0.047065012
43164,0,0.03444053
43165,1,0.60233253
43166,0,0.022568561
43167,0,0.0028545724
43168,0,0.0019888387
43169,1,0.5277302
43170,0,0.12898155
43171,1,0.8715427
43172,1,0.88391966
43173,0,0.21742126
43174,1,0.8833026
43175,1,0.9030524
43176,0,0.22192828
43177,0,0.054649882
43178,0,0.022303112
43179,0,0.470007
43180,1,0.8357035
43181,0,0.17631677
43182,1,0.8739685
43183,0,0.0011289999
43184,1,0.54222304
43185,1,0.9084381
43186,0,7.2658445e-08
43187,1,0.58041096
43188,0,0.4386084
43189,0,0.08254861
43190,0,0.28055453
43191,0,0.38014504
43192,1,0.6292326
43193,0,0.35751304
43194,0,0.38156223
43195,0,0.11340816
43196,1,0.62000257
43197,0,0.2669857
43198,1,0.80917424
43199,0,0.0047031958
43200,0,0.27387023
43201,1,0.80366564
43202,0,0.044650484
43203,0,0.06394838
43204,0,0.3980324
43205,0,0.09383372
43206,1,0.75363404
43207,0,0.00051243516
43208,1,0.9061627
43209,0,0.25242943
43210,0,0.3734809
43211,1,0.6239938
43212,0,0.49040028
43213,0,0.3988052
43214,0,0.053189375
43215,0,0.21239811
43216,0,0.48726505
43217,0,0.06103082
43218,1,0.6100835
43219,0,0.0017941251
43220,1,0.51061535
43221,0,0.43222317
43222,0,0.24483524
43223,0,0.013297366
43224,0,0.07692124
43225,0,0.18769604
43226,1,0.6820019
43227,1,0.592665
43228,0,0.07669179
43229,0,0.0994279
43230,0,8.665323e-06
43231,1,0.74531907
43232,0,0.48564407
43233,0,0.16906685
43234,0,0.087939434
43235,0,0.002777287
43236,0,0.015403081
43237,0,0.25314116
43238,0,0.14824846
43239,0,0.09403002
43240,0,0.07454994
43241,0,0.37421834
43242,0,0.17840168
43243,0,0.49630404
43244,1,0.82369643
43245,1,0.5570287
43246,0,0.0059608114
43247,0,0.17534868
43248,1,0.67385453
43249,1,0.78534156
43250,1,0.8487027
43251,0,0.474417
43252,1,0.93524295
43253,0,0.04295214
43254,1,0.7352788
43255,1,0.769955
43256,1,0.80061233
43257,0,0.063142255
43258,1,0.88730615
43259,0,0.006424811
43260,1,0.8889846
43261,0,0.3677077
43262,0,0.10395372
43263,1,0.75881094
43264,0,0.45847303
43265,1,0.72685516
43266,1,0.69541895
43267,0,0.1582305
43268,0,0.06713656
43269,0,0.00027866574
43270,1,0.6896784
43271,0,0.12815556
43272,1,0.50215876
43273,1,0.8669223
43274,0,0.0350729
43275,0,0.37293062
43276,0,0.35469553
43277,0,0.3710776
43278,1,0.92828
43279,1,0.7814607
43280,0,0.22639272
43281,0,0.043921124
43282,0,0.29085594
43283,1,0.77760696
43284,0,0.08831177
43285,0,0.16594581
43286,0,0.4716679
43287,0,0.42292723
43288,0,0.30488104
43289,1,0.7598473
43290,0,0.010603825
43291,0,0.09531601
43292,0,0.097707815
43293,1,0.8041415
43294,0,0.43223947
43295,0,0.34677267
43296,1,0.76237804
43297,1,0.5462753
43298,0,0.077995054
43299,0,0.20554197
43300,0,0.086262695
43301,0,0.23452845
43302,0,0.27678862
43303,0,0.40588698
43304,0,0.30563968
43305,0,0.115180485
43306,1,0.72587866
43307,0,0.057121728
43308,1,0.58380497
43309,1,0.88962436
43310,0,0.28892833
43311,0,0.30566224
43312,0,0.048344955
43313,1,0.81087404
43314,0,0.40600964
43315,1,0.8817008
43316,0,0.47973362
43317,0,0.19412693
43318,0,0.37859678
43319,0,0.19081937
43320,1,0.7017196
43321,1,0.75207067
43322,0,0.30421185
43323,1,0.89533126
43324,0,0.4128019
43325,0,0.22939299
43326,0,0.007696747
43327,1,0.76907414
43328,0,0.38570306
43329,0,0.40257367
43330,0,0.24284723
43331,0,0.06037638
43332,1,0.922164
43333,0,0.24024846
43334,0,0.42301434
43335,0,0.010749219
43336,0,0.0055533787
43337,1,0.69654375
43338,1,0.5484635
43339,0,0.09342148
43340,0,0.06169039
43341,1,0.9035312
43342,1,0.6687125
43343,1,0.6872249
43344,0,0.12831858
43345,0,0.25501713
43346,1,0.7815475
43347,0,0.47957516
43348,1,0.9205201
43349,0,0.09483978
43350,0,0.110550344
43351,1,0.8092403
43352,1,0.5830953
43353,1,0.8182378
43354,1,0.7546529
43355,0,0.48374027
43356,0,9.87627e-06
43357,1,0.83099043
43358,0,0.0066770986
43359,0,0.2081284
43360,0,0.30252856
43361,0,0.06035329
43362,0,0.13433188
43363,0,0.10171886
43364,0,0.21720575
